maturity,theta,log_moneyness,total_variance,implied_vol
0.1,0.004000000000000001,-1.0,0.2851346946625756,1.6885931856506338
0.1,0.004000000000000001,-0.8947368421052632,0.2554797647303533,1.5983734379998726
0.1,0.004000000000000001,-0.7894736842105263,0.2258250224488411,1.5027475584702876
0.1,0.004000000000000001,-0.6842105263157895,0.1961705533587662,1.400608986686742
0.1,0.004000000000000001,-0.5789473684210527,0.16651650430498255,1.2904127413544186
0.1,0.004000000000000001,-0.4736842105263158,0.136863150336563,1.169885252221614
0.1,0.004000000000000001,-0.368421052631579,0.10721107365999077,1.0354278036637357
0.1,0.004000000000000001,-0.26315789473684215,0.07756175832587543,0.8806915369519309
0.1,0.004000000000000001,-0.1578947368421053,0.0479204381205602,0.6922458964888142
0.1,0.004000000000000001,-0.052631578947368474,0.01832809209230381,0.4281132104047224
0.1,0.004000000000000001,0.05263157894736836,0.0033546752773792664,0.18315772649220305
0.1,0.004000000000000001,0.1578947368421053,0.008491172749053883,0.291396169313426
0.1,0.004000000000000001,0.26315789473684204,0.013707528390184218,0.37023679436523077
0.1,0.004000000000000001,0.36842105263157876,0.018933815225482133,0.43513004062558275
0.1,0.004000000000000001,0.4736842105263157,0.02416329641619768,0.4915617602722742
0.1,0.004000000000000001,0.5789473684210527,0.02939420439608046,0.5421642223171911
0.1,0.004000000000000001,0.6842105263157894,0.03462587256425843,0.5884375290908834
0.1,0.004000000000000001,0.7894736842105261,0.03985799360510998,0.6313318747307947
0.1,0.004000000000000001,0.894736842105263,0.04509040617676778,0.6714939030011202
0.1,0.004000000000000001,1.0,0.05032301744103145,0.7093871822991409
0.2,0.008000000000000002,-1.0,0.3304422902228117,1.285383775809411
0.2,0.008000000000000002,-0.8947368421052632,0.2963793482302879,1.21733181226461
0.2,0.008000000000000002,-0.7894736842105263,0.2623170459748923,1.1452446157369445
0.2,0.008000000000000002,-0.6842105263157895,0.22825567239542305,1.068306305315622
0.2,0.008000000000000002,-0.5789473684210527,0.19419572123642306,0.9853824669548953
0.2,0.008000000000000002,-0.4736842105263158,0.1601381115409569,0.8948131412226713
0.2,0.008000000000000002,-0.368421052631579,0.12608477102766005,0.7939923520653711
0.2,0.008000000000000002,-0.26315789473684215,0.09204054178328709,0.6783824208486209
0.2,0.008000000000000002,-0.1578947368421053,0.05802201749361527,0.5386186846629778
0.2,0.008000000000000002,-0.052631578947368474,0.024147109126343116,0.3474702082649901
0.2,0.008000000000000002,0.05263157894736836,0.004750383812790063,0.15411657621407995
0.2,0.008000000000000002,0.1578947368421053,0.010366581899313127,0.22766842006867274
0.2,0.008000000000000002,0.26315789473684204,0.01631503329532973,0.28561366647387276
0.2,0.008000000000000002,0.36842105263157876,0.022300951302478392,0.33392327938074634
0.2,0.008000000000000002,0.4736842105263157,0.0282986082249741,0.37615560759461036
0.2,0.008000000000000002,0.5789473684210527,0.03430144117612779,0.4141342848408459
0.2,0.008000000000000002,0.6842105263157894,0.040307010432905285,0.44892655542363097
0.2,0.008000000000000002,0.7894736842105261,0.046314201239590146,0.4812182521454799
0.2,0.008000000000000002,0.894736842105263,0.05232243193080552,0.5114803609661153
0.2,0.008000000000000002,1.0,0.05833136931375172,0.5400526331467689
0.3,0.012000000000000002,-1.0,0.36120159871232577,1.097271766264441
0.3,0.012000000000000002,-0.8947368421052632,0.32426366028587,1.0396532439325945
0.3,0.012000000000000002,-0.7894736842105263,0.2873270240771503,0.9786504722953104
0.3,0.012000000000000002,-0.6842105263157895,0.2503922733335048,0.9135868382981897
0.3,0.012000000000000002,-0.5789473684210527,0.21346040061190236,0.8435251440866129
0.3,0.012000000000000002,-0.4736842105263158,0.17653324303977136,0.7671011298817807
0.3,0.012000000000000002,-0.368421052631579,0.139614622541626,0.6821891784092982
0.3,0.012000000000000002,-0.26315789473684215,0.10271401321959397,0.5851325012895056
0.3,0.012000000000000002,-0.1578947368421053,0.06586306339819202,0.4685547403032436
0.3,0.012000000000000002,-0.052631578947368474,0.029268963192475295,0.31235110155333906
0.3,0.012000000000000002,0.05263157894736836,0.006318104481933532,0.14512183940782922
0.3,0.012000000000000002,0.1578947368421053,0.011900473403755999,0.1991688848168475
0.3,0.012000000000000002,0.26315789473684204,0.01828115856876488,0.24685460341913065
0.3,0.012000000000000002,0.36842105263157876,0.02474534107710369,0.2872010972420062
0.3,0.012000000000000002,0.4736842105263157,0.031235084247157305,0.32267157837424165
0.3,0.012000000000000002,0.5789473684210527,0.037735968660224745,0.3546640131176959
0.3,0.012000000000000002,0.6842105263157894,0.04424270181310872,0.38402561465397383
0.3,0.012000000000000002,0.7894736842105261,0.05075288461270985,0.41131044484958823
0.3,0.012000000000000002,0.894736842105263,0.05726527208900575,0.4369030101712345
0.3,0.012000000000000002,1.0,0.06377915395831343,0.4610826171751054
0.4,0.016000000000000004,-1.0,0.3854158619852697,0.9816005577439197
0.4,0.016000000000000004,-0.8947368421052632,0.34629332708630445,0.9304479124141024
0.4,0.016000000000000004,-0.7894736842105263,0.3071729392218734,0.8763174927243456
0.4,0.016000000000000004,-0.6842105263157895,0.26805565250216973,0.8186202607164229
0.4,0.016000000000000004,-0.5789473684210527,0.22894308435262742,0.756543264381865
0.4,0.016000000000000004,-0.4736842105263158,0.1898382127366674,0.6889089430698867
0.4,0.016000000000000004,-0.368421052631579,0.15074718568134626,0.6138957274679191
0.4,0.016000000000000004,-0.26315789473684215,0.11168505741433978,0.5284057565317106
0.4,0.016000000000000004,-0.1578947368421053,0.07270094575251777,0.42632424793963386
0.4,0.016000000000000004,-0.052631578947368474,0.034094102231981005,0.29195077595367425
0.4,0.016000000000000004,0.05263157894736836,0.008162964210555953,0.1428545082466419
0.4,0.016000000000000004,0.1578947368421053,0.01331694459384107,0.18246194530532298
