theta,log_moneyness,total_variance,implied_vol
0.017215189873417722,-0.1717171717171716,0.01825298235899301,0.19106534148815693
0.017215189873417722,-0.1515151515151515,0.01812941998411565,0.19041754112536824
0.017215189873417722,-0.13131313131313127,0.018006231721507435,0.18976950082406516
0.017215189873417722,-0.11111111111111105,0.017883425478309355,0.18912125992764195
0.017215189873417722,-0.09090909090909083,0.01776100933607879,0.1884728592454563
0.017215189873417722,-0.07070707070707061,0.01763899155344437,0.18782434109265161
0.017215189873417722,-0.050505050505050386,0.017517380568679835,0.18717574933030098
0.017215189873417722,-0.030303030303030276,0.017396185002184462,0.18652712940580232
0.017215189873417722,-0.010101010101010055,0.017275413658856757,0.1858785283934471
0.017215189873417722,0.010101010101010166,0.01715507553034734,0.1852299950350771
0.017215189873417722,0.030303030303030498,0.01703517979717565,0.18458157978073353
0.017215189873417722,0.05050505050505061,0.016915735830694723,0.18393333482919685
0.017215189873417722,0.07070707070707072,0.01679675319488676,0.18328531416830296
0.017215189873417722,0.09090909090909105,0.016678241647971607,0.18263757361491423
0.017215189873417722,0.11111111111111116,0.016560211143808977,0.1819901708544117
0.017215189873417722,0.1313131313131315,0.016442671833074442,0.18134316547956497
0.017215189873417722,0.1515151515151516,0.016325634064187983,0.1806966190286248
0.017215189873417722,0.1717171717171717,0.01620910838397304,0.18005059502247162
0.017215189873417722,0.19191919191919204,0.01609310553802276,0.1794051590006417
0.017215189873417722,0.21212121212121215,0.015977636470749363,0.17876037855604
0.017215189873417722,0.2323232323232325,0.015862712325091302,0.1781163233681366
0.017215189873417722,0.2525252525252526,0.015748344441852156,0.17747306523443018
0.017215189873417722,0.27272727272727293,0.015634544358644087,0.1768306780999501
0.017215189873417722,0.29292929292929304,0.015521323808407978,0.17618923808455486
0.017215189873417722,0.31313131313131315,0.01540869471748147,0.17554882350777218
0.017215189873417722,0.3333333333333335,0.015296669203185493,0.17490951491091325
0.017215189873417722,0.3535353535353536,0.015185259570899194,0.17427139507618106
0.017215189873417722,0.3737373737373739,0.015074478310592799,0.1736345490424806
0.017215189873417722,0.39393939393939403,0.014964338092787471,0.17299906411762736
0.017215189873417722,0.41414141414141437,0.014854851763911107,0.17236502988663974
0.017215189873417722,0.4343434343434345,0.014746032341019026,0.17173253821579082
0.017215189873417722,0.4545454545454546,0.01463789300584859,0.17110168325208605
0.017215189873417722,0.4747474747474749,0.014530447098177331,0.1704725614178266
0.017215189873417722,0.49494949494949503,0.01442370810845469,0.16984527139991087
0.017215189873417722,0.5151515151515154,0.014317689669678476,0.16921991413352316
0.017215189873417722,0.5353535353535355,0.014212405548488311,0.16859659277985609
0.017215189873417722,0.5555555555555556,0.014107869635449861,0.16797541269751273
0.017215189873417722,0.5757575757575759,0.01400409593450552,0.16735648140723752
0.017215189873417722,0.595959595959596,0.013901098551569369,0.16673990854962928
0.017215189873417722,0.6161616161616164,0.013798891682246895,0.16612580583549863
0.017215189873417722,0.6363636363636365,0.01369748959866285,0.16551428698854279
0.017215189873417722,0.6565656565656568,0.013596906635384024,0.16490546768002584
0.017215189873417722,0.6767676767676769,0.013497157174427576,0.16429946545517168
0.017215189873417722,0.696969696969697,0.013398255629349638,0.16369639965099805
0.017215189873417722,0.7171717171717173,0.013300216428413753,0.16309639130534895
0.017215189873417722,0.7373737373737375,0.013203053996843527,0.16249956305691118
0.017215189873417722,0.7575757575757578,0.013106782738169698,0.16190603903603903
0.017215189873417722,0.7777777777777779,0.013011417014687334,0.1613159447462484
0.017215189873417722,0.7979797979797982,0.01291697112704552,0.16072940693628854
0.017215189873417722,0.8181818181818183,0.012823459292998288,0.16014655346274728
0.017215189873417722,0.8383838383838385,0.012730895625352564,0.15956751314319945
0.017215189873417722,0.8585858585858588,0.012639294109156197,0.15899241559996627
0.017215189873417722,0.8787878787878789,0.012548668578176516,0.15842139109461523
